"Vaccine","Day","Value","Measurement_type","Cell_Type","Unit","baseline_Day","baseline_Value","normalised"
"TM",60,8.61311783691947,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,203.332629613833,0.0423597425227688
"TMd21",8,87.1005150131825,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,87.1005150131825,1
"TMd21",14,28.7437346194039,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,87.1005150131825,0.330006482912914
"TMd21",28,34.1046770208064,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,87.1005150131825,0.39155540028259
"TMd21",60,5.49469999038621,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,87.1005150131825,0.0630845866933691
"IC",28,21.0965716551013,"Number of CXCR5+ PD-1+ TFH like","CD8","number",28,21.0965716551013,1
"SOL",28,9.88965313422649,"Number of CXCR5+ PD-1+ TFH like","CD8","number",28,9.88965313422649,1
"TM",28,15.9025531439145,"Number of CXCR5+ PD-1+ TFH like","CD8","number",28,15.9025531439145,1
"TMd21",28,5.33267379504792,"Number of CXCR5+ PD-1+ TFH like","CD8","number",28,5.33267379504792,1
"IC",8,66.4296033575062,"Number of KLRG1+ CD127- effector","CD8","number",8,66.4296033575062,1
"IC",14,11.910633128718,"Number of KLRG1+ CD127- effector","CD8","number",8,66.4296033575062,0.179297068275693
"IC",28,7.71541019993028,"Number of KLRG1+ CD127- effector","CD8","number",8,66.4296033575062,0.116144155767543
"IC",60,2.54546130867245,"Number of KLRG1+ CD127- effector","CD8","number",8,66.4296033575062,0.0383181771381874
"SOL",8,51.9340423812356,"Number of KLRG1+ CD127- effector","CD8","number",8,51.9340423812356,1
"SOL",14,21.1179283184418,"Number of KLRG1+ CD127- effector","CD8","number",8,51.9340423812356,0.406629781741618
"SOL",28,3.80756190779505,"Number of KLRG1+ CD127- effector","CD8","number",8,51.9340423812356,0.0733153387106791
"SOL",60,1.02683464589503,"Number of KLRG1+ CD127- effector","CD8","number",8,51.9340423812356,0.0197718991015041
"TM",8,269.019991003838,"Number of KLRG1+ CD127- effector","CD8","number",8,269.019991003838,1
"TM",14,76.4306554311068,"Number of KLRG1+ CD127- effector","CD8","number",8,269.019991003838,0.284107716849995
"TM",28,16.9105029152395,"Number of KLRG1+ CD127- effector","CD8","number",8,269.019991003838,0.062859651627147
"TM",60,8.0466065708013,"Number of KLRG1+ CD127- effector","CD8","number",8,269.019991003838,0.0299108127272463
"TMd21",8,69.5478345027653,"Number of KLRG1+ CD127- effector","CD8","number",8,69.5478345027653,1
"TMd21",14,39.7326974426479,"Number of KLRG1+ CD127- effector","CD8","number",8,69.5478345027653,0.571300281694149
"TMd21",28,4.0120526344099,"Number of KLRG1+ CD127- effector","CD8","number",8,69.5478345027653,0.057687671558636
"TMd21",60,0.472107088073395,"Number of KLRG1+ CD127- effector","CD8","number",8,69.5478345027653,0.00678823562874015
"IC",8,3.39166666666667e-05,"Number of Tscm","CD8","number",8,3.39166666666667e-05,1
"SOL",8,0.000151705,"Number of Tscm","CD8","number",8,0.000151705,1
"TM",8,9.89283333333333e-05,"Number of Tscm","CD8","number",8,9.89283333333333e-05,1
"TMd21",8,5.16785e-05,"Number of Tscm","CD8","number",8,5.16785e-05,1
"IC",8,1042.38888888889,"Number of bead events","CD8","number",8,1042.38888888889,1
"IC",14,1086.5,"Number of bead events","CD8","number",8,1042.38888888889,1.04231732665352
"IC",28,961.083333333333,"Number of bead events","CD8","number",8,1042.38888888889,0.922000746149336
"IC",60,993.055555555556,"Number of bead events","CD8","number",8,1042.38888888889,0.952672813515962
"SOL",8,1064.33333333333,"Number of bead events","CD8","number",8,1064.33333333333,1
"SOL",14,1073.41666666667,"Number of bead events","CD8","number",8,1064.33333333333,1.00853429376762
"SOL",28,941.666666666667,"Number of bead events","CD8","number",8,1064.33333333333,0.884747886000626
"SOL",60,966.444444444444,"Number of bead events","CD8","number",8,1064.33333333333,0.908027977868254
"TM",8,1021.38888888889,"Number of bead events","CD8","number",8,1021.38888888889,1
"TM",14,1044.63636363636,"Number of bead events","CD8","number",8,1021.38888888889,1.02276064973916
"TM",28,957.583333333333,"Number of bead events","CD8","number",8,1021.38888888889,0.937530595594234
"TM",60,969.111111111111,"Number of bead events","CD8","number",8,1021.38888888889,0.948816970356269
"TMd21",8,1056.61111111111,"Number of bead events","CD8","number",8,1056.61111111111,1
"TMd21",14,1065.58333333333,"Number of bead events","CD8","number",8,1056.61111111111,1.00849150849151
"TMd21",28,966.166666666667,"Number of bead events","CD8","number",8,1056.61111111111,0.914401388085599
"TMd21",60,956.888888888889,"Number of bead events","CD8","number",8,1056.61111111111,0.905620695094379
"IC",8,113681.166666667,"Number of cell events","CD8","number",8,113681.166666667,1
"IC",14,109828.083333333,"Number of cell events","CD8","number",8,113681.166666667,0.966106229850444
"IC",28,54655.0833333333,"Number of cell events","CD8","number",8,113681.166666667,0.480775179705815
"IC",60,63838.3333333333,"Number of cell events","CD8","number",8,113681.166666667,0.561555930548449
"SOL",8,149180.111111111,"Number of cell events","CD8","number",8,149180.111111111,1
"SOL",14,114532.416666667,"Number of cell events","CD8","number",8,149180.111111111,0.767745886590482
"SOL",28,45267.8333333333,"Number of cell events","CD8","number",8,149180.111111111,0.303444158850487
"SOL",60,123680.222222222,"Number of cell events","CD8","number",8,149180.111111111,0.829066430511663
"TM",8,148459.777777778,"Number of cell events","CD8","number",8,148459.777777778,1
"TM",14,146965.181818182,"Number of cell events","CD8","number",8,148459.777777778,0.989932653935175
"TM",28,46352.4166666667,"Number of cell events","CD8","number",8,148459.777777778,0.312222053410651
"TM",60,343116.944444444,"Number of cell events","CD8","number",8,148459.777777778,2.31117781247147
"TMd21",8,121011.833333333,"Number of cell events","CD8","number",8,121011.833333333,1
"TMd21",14,135494.833333333,"Number of cell events","CD8","number",8,121011.833333333,1.1196825103881
"TMd21",28,42203.0833333333,"Number of cell events","CD8","number",8,121011.833333333,0.348751706100368
"TMd21",60,135106,"Number of cell events","CD8","number",8,121011.833333333,1.11646932600255
"IC",8,4461.41671925822,"Number of tetramer+ cells","CD8","number",8,4461.41671925822,1
"IC",14,2006.97972498731,"Number of tetramer+ cells","CD8","number",8,4461.41671925822,0.449852558341825
"IC",28,406.161214073559,"Number of tetramer+ cells","CD8","number",8,4461.41671925822,0.0910386183653988
"IC",60,270.5976622995,"Number of tetramer+ cells","CD8","number",8,4461.41671925822,0.0606528552088474
"SOL",8,2832.68393702255,"Number of tetramer+ cells","CD8","number",8,2832.68393702255,1
"SOL",14,1009.09463039227,"Number of tetramer+ cells","CD8","number",8,2832.68393702255,0.356232694090445
"SOL",28,189.305317783684,"Number of tetramer+ cells","CD8","number",8,2832.68393702255,0.0668289586810252
"SOL",60,151.943083712614,"Number of tetramer+ cells","CD8","number",8,2832.68393702255,0.0536392647717423
"TM",8,4870.6277584157,"Number of tetramer+ cells","CD8","number",8,4870.6277584157,1
"TM",14,2176.68266679341,"Number of tetramer+ cells","CD8","number",8,4870.6277584157,0.446899819644897
"TM",28,319.940419168951,"Number of tetramer+ cells","CD8","number",8,4870.6277584157,0.0656877172795936
"TM",60,253.269931879467,"Number of tetramer+ cells","CD8","number",8,4870.6277584157,0.0519994432836416
"TMd21",8,2337.23069450592,"Number of tetramer+ cells","CD8","number",8,2337.23069450592,1
"TMd21",14,1028.87756780019,"Number of tetramer+ cells","CD8","number",8,2337.23069450592,0.440212243583294
"TMd21",28,177.597353482944,"Number of tetramer+ cells","CD8","number",8,2337.23069450592,0.0759862318685181
"TMd21",60,121.89687367321,"Number of tetramer+ cells","CD8","number",8,2337.23069450592,0.0521544039104702
"IC",8,11.4616666666667,"PD-1+ CXCR5+ TFH like (% memory)","CD8","percentage",8,11.4616666666667,1
"IC",60,4.8625,"PD-1+ CXCR5+ TFH like (% memory)","CD8","percentage",8,11.4616666666667,0.42424022102661
"SOL",8,20.375,"PD-1+ CXCR5+ TFH like (% memory)","CD8","percentage",8,20.375,1
"SOL",60,6.50666666666667,"PD-1+ CXCR5+ TFH like (% memory)","CD8","percentage",8,20.375,0.319345603271984
"TM",8,14.0391666666667,"PD-1+ CXCR5+ TFH like (% memory)","CD8","percentage",8,14.0391666666667,1
"TM",60,3.65916666666667,"PD-1+ CXCR5+ TFH like (% memory)","CD8","percentage",8,14.0391666666667,0.260639876535882
"TMd21",8,11.66,"PD-1+ CXCR5+ TFH like (% memory)","CD8","percentage",8,11.66,1
"TMd21",60,2.60416666666667,"PD-1+ CXCR5+ TFH like (% memory)","CD8","percentage",8,11.66,0.223341909662664
"IC",8,1.315,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,1.315,1
"IC",14,5.13833333333333,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,1.315,3.90747782002535
"IC",28,11.5991666666667,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,1.315,8.82065906210393
"IC",60,7.15,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,1.315,5.43726235741445
"SOL",8,4.26333333333333,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,4.26333333333333,1
"SOL",14,11.1016666666667,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,4.26333333333333,2.60398749022674
"SOL",28,16.265,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,4.26333333333333,3.81508991399531
"SOL",60,6.64666666666667,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,4.26333333333333,1.55903049257232
"TM",8,2.10333333333333,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,2.10333333333333,1
"TM",14,8.604,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,2.10333333333333,4.09064976228209
"TM",28,9.85583333333333,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,2.10333333333333,4.68581616481775
"TM",60,4.73833333333333,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,2.10333333333333,2.25277337559429
"TMd21",8,1.795,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,1.795,1
"TMd21",14,5.87333333333333,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,1.795,3.27205199628598
"TMd21",28,8.77916666666667,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,1.795,4.89090064995357
"TMd21",60,5.665,"PD-1+ CXCR5+ TFH like (% tetramer)","CD8","percentage",8,1.795,3.15598885793872
"IC",8,75.1666666666667,"TCF1+ SLAMF6+ Tsl (% memory)","CD8","percentage",8,75.1666666666667,1
"IC",28,99.2,"TCF1+ SLAMF6+ Tsl (% memory)","CD8","percentage",8,75.1666666666667,1.31973392461197
"SOL",8,89.5,"TCF1+ SLAMF6+ Tsl (% memory)","CD8","percentage",8,89.5,1
"SOL",28,99.3833333333333,"TCF1+ SLAMF6+ Tsl (% memory)","CD8","percentage",8,89.5,1.11042830540037
"TM",8,82.5166666666667,"TCF1+ SLAMF6+ Tsl (% memory)","CD8","percentage",8,82.5166666666667,1
"TM",28,100,"TCF1+ SLAMF6+ Tsl (% memory)","CD8","percentage",8,82.5166666666667,1.21187638860836
"TMd21",8,85.05,"TCF1+ SLAMF6+ Tsl (% memory)","CD8","percentage",8,85.05,1
"TMd21",28,68.65,"TCF1+ SLAMF6+ Tsl (% memory)","CD8","percentage",8,85.05,0.807172251616696
"IC",8,0.341666666666667,"Tetramer+ (% of CD8)","CD8","percentage",8,0.341666666666667,1
"IC",14,0.0806666666666667,"Tetramer+ (% of CD8)","CD8","percentage",8,0.341666666666667,0.23609756097561
"IC",28,0.0381666666666667,"Tetramer+ (% of CD8)","CD8","percentage",8,0.341666666666667,0.111707317073171
"IC",60,0.0525555555555556,"Tetramer+ (% of CD8)","CD8","percentage",8,0.341666666666667,0.153821138211382
"SOL",8,0.217166666666667,"Tetramer+ (% of CD8)","CD8","percentage",8,0.217166666666667,1
"SOL",14,0.0551666666666667,"Tetramer+ (% of CD8)","CD8","percentage",8,0.217166666666667,0.254029163468918
"SOL",28,0.0189591666666667,"Tetramer+ (% of CD8)","CD8","percentage",8,0.217166666666667,0.0873023791250959
"SOL",60,0.0291666666666667,"Tetramer+ (% of CD8)","CD8","percentage",8,0.217166666666667,0.134305448963929
"TM",8,0.305444444444444,"Tetramer+ (% of CD8)","CD8","percentage",8,0.305444444444444,1
"TM",14,0.0862,"Tetramer+ (% of CD8)","CD8","percentage",8,0.305444444444444,0.282211713350309
"TM",28,0.0428333333333333,"Tetramer+ (% of CD8)","CD8","percentage",8,0.305444444444444,0.140232811931611
"TM",60,0.0733888888888889,"Tetramer+ (% of CD8)","CD8","percentage",8,0.305444444444444,0.240269188795926
"TMd21",8,0.200166666666667,"Tetramer+ (% of CD8)","CD8","percentage",8,0.200166666666667,1
"TMd21",14,0.054,"Tetramer+ (% of CD8)","CD8","percentage",8,0.200166666666667,0.26977518734388
"TMd21",28,0.0227425,"Tetramer+ (% of CD8)","CD8","percentage",8,0.200166666666667,0.113617818484596
"TMd21",60,0.0299377777777778,"Tetramer+ (% of CD8)","CD8","percentage",8,0.200166666666667,0.149564252012212
"IC",8,93.3333333333333,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1
"IC",14,105,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1.125
"IC",28,100,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1.07142857142857
"IC",60,100,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1.07142857142857
"SOL",8,93.3333333333333,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1
"SOL",14,105,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1.125
"SOL",28,100,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1.07142857142857
"SOL",60,100,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1.07142857142857
"TM",8,93.3333333333333,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1
"TM",14,104.545454545455,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1.12012987012987
"TM",28,100,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1.07142857142857
"TM",60,100,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1.07142857142857
"TMd21",8,93.3333333333333,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1
"TMd21",14,105,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1.125
"TMd21",28,100,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1.07142857142857
"TMd21",60,100,"Total sample vol (µL)","CD8","number",8,93.3333333333333,1.07142857142857
