"Vaccine","Day","Value","Measurement_type","Cell_Type","Unit","baseline_Day","baseline_Value","normalised"
"IC",14,64.5124668928332,"Number of TCM cells","CD4","number",8,118.572020582991,0.544078329572531
"IC",28,97.805427892748,"Number of TCM cells","CD4","number",8,118.572020582991,0.824860936094889
"IC",60,34.1073578694845,"Number of TCM cells","CD4","number",8,118.572020582991,0.287650979563195
"SOL",8,425.66579966517,"Number of TCM cells","CD4","number",8,425.66579966517,1
"SOL",14,176.260931894247,"Number of TCM cells","CD4","number",8,425.66579966517,0.414082907372156
"SOL",28,224.721268926891,"Number of TCM cells","CD4","number",8,425.66579966517,0.527928880130039
"SOL",60,64.440770726793,"Number of TCM cells","CD4","number",8,425.66579966517,0.15138818006399
"TM",8,1366.93088267773,"Number of TCM cells","CD4","number",8,1366.93088267773,1
"TM",14,205.525779032849,"Number of TCM cells","CD4","number",8,1366.93088267773,0.150355648290159
"TM",28,359.466199084745,"Number of TCM cells","CD4","number",8,1366.93088267773,0.262973207819092
"TM",60,248.455677146868,"Number of TCM cells","CD4","number",8,1366.93088267773,0.181761697168009
"TMd21",8,700.107548451868,"Number of TCM cells","CD4","number",8,700.107548451868,1
"TMd21",14,160.996852623092,"Number of TCM cells","CD4","number",8,700.107548451868,0.229960172517923
"TMd21",28,253.824661465933,"Number of TCM cells","CD4","number",8,700.107548451868,0.362550956674028
"TMd21",60,55.6769086228253,"Number of TCM cells","CD4","number",8,700.107548451868,0.0795262224296002
"IC",8,526.126723987915,"Number of TEM cells","CD4","number",8,526.126723987915,1
"IC",14,144.712162343262,"Number of TEM cells","CD4","number",8,526.126723987915,0.275051913817224
"IC",28,143.25965515713,"Number of TEM cells","CD4","number",8,526.126723987915,0.272291158432812
"IC",60,39.3460838100817,"Number of TEM cells","CD4","number",8,526.126723987915,0.0747844236305804
"SOL",8,2817.58719651811,"Number of TEM cells","CD4","number",8,2817.58719651811,1
"SOL",14,392.180749385542,"Number of TEM cells","CD4","number",8,2817.58719651811,0.139190279495231
"SOL",28,358.219510163064,"Number of TEM cells","CD4","number",8,2817.58719651811,0.127136974005894
"SOL",60,97.3883415673556,"Number of TEM cells","CD4","number",8,2817.58719651811,0.034564446377278
"TM",8,12434.561640908,"Number of TEM cells","CD4","number",8,12434.561640908,1
"TM",14,1175.08941919346,"Number of TEM cells","CD4","number",8,12434.561640908,0.0945018773583115
"TM",28,904.984430873966,"Number of TEM cells","CD4","number",8,12434.561640908,0.0727797615234532
"TM",60,350.554097938655,"Number of TEM cells","CD4","number",8,12434.561640908,0.0281919144447665
"TMd21",8,4630.88380022344,"Number of TEM cells","CD4","number",8,4630.88380022344,1
"TMd21",14,829.982341969211,"Number of TEM cells","CD4","number",8,4630.88380022344,0.179227632947552
"TMd21",28,792.515138920694,"Number of TEM cells","CD4","number",8,4630.88380022344,0.171136908873087
"TMd21",60,137.4288896102,"Number of TEM cells","CD4","number",8,4630.88380022344,0.0296766007394894
"IC",8,30.0299226688384,"Number of TFH cells","CD4","number",8,30.0299226688384,1
"IC",14,86.6635074924055,"Number of TFH cells","CD4","number",8,30.0299226688384,2.88590511697637
"IC",28,6.98474876133066,"Number of TFH cells","CD4","number",8,30.0299226688384,0.23259296530186
"IC",60,2.13456678586279,"Number of TFH cells","CD4","number",8,30.0299226688384,0.0710813280940547
"SOL",8,984.257985812924,"Number of TFH cells","CD4","number",8,984.257985812924,1
"SOL",14,64.6195559755266,"Number of TFH cells","CD4","number",8,984.257985812924,0.0656530674954652
"SOL",28,71.5146892276767,"Number of TFH cells","CD4","number",8,984.257985812924,0.0726584800514581
"SOL",60,7.27922006203319,"Number of TFH cells","CD4","number",8,984.257985812924,0.00739564236913058
"TM",8,7371.35657383896,"Number of TFH cells","CD4","number",8,7371.35657383896,1
"TM",14,380.67740164586,"Number of TFH cells","CD4","number",8,7371.35657383896,0.0516427875700504
"TM",28,193.620808417227,"Number of TFH cells","CD4","number",8,7371.35657383896,0.0262666452881129
"TM",60,11.2332857080261,"Number of TFH cells","CD4","number",8,7371.35657383896,0.00152391023219433
"TMd21",8,2447.29904283841,"Number of TFH cells","CD4","number",8,2447.29904283841,1
"TMd21",14,353.351212957314,"Number of TFH cells","CD4","number",8,2447.29904283841,0.144384158524204
"TMd21",28,220.367297405607,"Number of TFH cells","CD4","number",8,2447.29904283841,0.0900451042345941
"TMd21",60,16.684960447636,"Number of TFH cells","CD4","number",8,2447.29904283841,0.0068177039894089
"IC",8,15.8738924726198,"Number of Th1 cells","CD4","number",8,15.8738924726198,1
"IC",14,3.48051492953863,"Number of Th1 cells","CD4","number",8,15.8738924726198,0.219260331739176
"IC",28,7.90028464338537,"Number of Th1 cells","CD4","number",8,15.8738924726198,0.497690447192597
"IC",60,2.85158249566051,"Number of Th1 cells","CD4","number",8,15.8738924726198,0.179639776480726
"SOL",8,99.0571898793254,"Number of Th1 cells","CD4","number",8,99.0571898793254,1
"SOL",14,26.9431377088169,"Number of Th1 cells","CD4","number",8,99.0571898793254,0.271995780837715
"SOL",28,16.533363309654,"Number of Th1 cells","CD4","number",8,99.0571898793254,0.166907251556353
"SOL",60,10.8365243928506,"Number of Th1 cells","CD4","number",8,99.0571898793254,0.10939664658418
"TM",8,294.979220482896,"Number of Th1 cells","CD4","number",8,294.979220482896,1
"TM",14,65.2088116568902,"Number of Th1 cells","CD4","number",8,294.979220482896,0.2210623905987
"TM",28,64.0488772203728,"Number of Th1 cells","CD4","number",8,294.979220482896,0.217130132473472
"TM",60,30.9662725629962,"Number of Th1 cells","CD4","number",8,294.979220482896,0.10497781000405
"TMd21",8,147.988844144448,"Number of Th1 cells","CD4","number",8,147.988844144448,1
"TMd21",14,17.556800903815,"Number of Th1 cells","CD4","number",8,147.988844144448,0.118635975605555
"TMd21",28,30.9180552554774,"Number of Th1 cells","CD4","number",8,147.988844144448,0.20892152671521
"TMd21",60,5.2539649421622,"Number of Th1 cells","CD4","number",8,147.988844144448,0.0355024392043629
"IC",8,3.30594401156627,"Number of Th17","CD4","number",8,3.30594401156627,1
"IC",14,4.15819706029412,"Number of Th17","CD4","number",8,3.30594401156627,1.25779415675103
"IC",60,2.16690345180842,"Number of Th17","CD4","number",8,3.30594401156627,0.65545679062538
"SOL",8,2.80557670044834,"Number of Th17","CD4","number",8,2.80557670044834,1
"SOL",14,3.16947383209696,"Number of Th17","CD4","number",8,2.80557670044834,1.12970493075112
"SOL",60,1.16445208290155,"Number of Th17","CD4","number",8,2.80557670044834,0.415049099429529
"TM",8,3.27225532489825,"Number of Th17","CD4","number",8,3.27225532489825,1
"TM",14,3.9728657352633,"Number of Th17","CD4","number",8,3.27225532489825,1.2141062786373
"TM",28,4.90777397338629,"Number of Th17","CD4","number",8,3.27225532489825,1.49981388556191
"TM",60,108.778517878517,"Number of Th17","CD4","number",8,3.27225532489825,33.2426742653095
"TMd21",8,3.793769136227,"Number of Th17","CD4","number",8,3.793769136227,1
"TMd21",14,2.26933729453319,"Number of Th17","CD4","number",8,3.793769136227,0.598174852777178
"TMd21",28,6.38875363186077,"Number of Th17","CD4","number",8,3.793769136227,1.68401223228216
"TMd21",60,3.80713095270051,"Number of Th17","CD4","number",8,3.793769136227,1.00352204258976
"IC",8,18.6382615213777,"Number of Th2 cells","CD4","number",8,18.6382615213777,1
"IC",14,7.89156842243771,"Number of Th2 cells","CD4","number",8,18.6382615213777,0.423406894113286
"IC",28,21.6249286518763,"Number of Th2 cells","CD4","number",8,18.6382615213777,1.16024386861795
"IC",60,4.09438168668697,"Number of Th2 cells","CD4","number",8,18.6382615213777,0.219676158207716
"SOL",8,33.3983696377494,"Number of Th2 cells","CD4","number",8,33.3983696377494,1
"SOL",14,16.0435060824066,"Number of Th2 cells","CD4","number",8,33.3983696377494,0.480367941801358
"SOL",28,52.1646930224931,"Number of Th2 cells","CD4","number",8,33.3983696377494,1.56189339744095
"SOL",60,11.8240901713333,"Number of Th2 cells","CD4","number",8,33.3983696377494,0.354031957235686
"TM",8,55.6250555167966,"Number of Th2 cells","CD4","number",8,55.6250555167966,1
"TM",14,20.6880150907829,"Number of Th2 cells","CD4","number",8,55.6250555167966,0.371919001223036
"TM",28,63.3514796538009,"Number of Th2 cells","CD4","number",8,55.6250555167966,1.13890186832571
"TM",60,13.6003850247354,"Number of Th2 cells","CD4","number",8,55.6250555167966,0.244501059790018
"TMd21",8,46.5144266570864,"Number of Th2 cells","CD4","number",8,46.5144266570864,1
"TMd21",14,15.3259046795898,"Number of Th2 cells","CD4","number",8,46.5144266570864,0.329487124340485
"TMd21",28,49.9048766532004,"Number of Th2 cells","CD4","number",8,46.5144266570864,1.07289028887982
"TMd21",60,10.8341320667139,"Number of Th2 cells","CD4","number",8,46.5144266570864,0.232919823920121
"IC",8,649.781519949873,"Number of tetramer+ cells","CD4","number",8,649.781519949873,1
"IC",14,209.300533191679,"Number of tetramer+ cells","CD4","number",8,649.781519949873,0.322109088617702
"IC",28,241.065083049878,"Number of tetramer+ cells","CD4","number",8,649.781519949873,0.370994058231257
"IC",60,74.0997147936442,"Number of tetramer+ cells","CD4","number",8,649.781519949873,0.114037891996929
"SOL",8,3265.77846892467,"Number of tetramer+ cells","CD4","number",8,3265.77846892467,1
"SOL",14,568.816701122821,"Number of tetramer+ cells","CD4","number",8,3265.77846892467,0.174174919252902
"SOL",28,582.940779089955,"Number of tetramer+ cells","CD4","number",8,3265.77846892467,0.178499792511003
"SOL",60,162.70956033436,"Number of tetramer+ cells","CD4","number",8,3265.77846892467,0.049822595709603
"TM",8,13884.160912173,"Number of tetramer+ cells","CD4","number",8,13884.160912173,1
"TM",14,1380.07328589423,"Number of tetramer+ cells","CD4","number",8,13884.160912173,0.0993991134663563
"TM",28,1265.60879965671,"Number of tetramer+ cells","CD4","number",8,13884.160912173,0.0911548639966483
"TM",60,582.274207399608,"Number of tetramer+ cells","CD4","number",8,13884.160912173,0.0419380192352205
"TMd21",8,5370.56992276851,"Number of tetramer+ cells","CD4","number",8,5370.56992276851,1
"TMd21",14,990.455280997357,"Number of tetramer+ cells","CD4","number",8,5370.56992276851,0.184422751261151
"TMd21",28,1048.38693300402,"Number of tetramer+ cells","CD4","number",8,5370.56992276851,0.195209623574471
"TMd21",60,193.451739004501,"Number of tetramer+ cells","CD4","number",8,5370.56992276851,0.036020709493859
"IC",8,2.225,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,2.225,1
"IC",14,5.60583333333333,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,2.225,2.51947565543071
"IC",28,0.725,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,2.225,0.325842696629213
"IC",60,0.320833333333333,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,2.225,0.144194756554307
"SOL",8,31.1333333333333,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,31.1333333333333,1
"SOL",14,10.9733333333333,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,31.1333333333333,0.352462526766595
"SOL",28,10.855,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,31.1333333333333,0.348661670235546
"SOL",60,2.81666666666667,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,31.1333333333333,0.0904710920770878
"TM",8,51.8333333333333,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,51.8333333333333,1
"TM",14,27.1666666666667,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,51.8333333333333,0.52411575562701
"TM",28,14.8283333333333,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,51.8333333333333,0.286077170418006
"TM",60,4.03833333333333,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,51.8333333333333,0.0779099678456592
"TMd21",8,43.7666666666667,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,43.7666666666667,1
"TMd21",14,32.95,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,43.7666666666667,0.752856054836253
"TMd21",28,19.2616666666667,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,43.7666666666667,0.44009900990099
"TMd21",60,9.43833333333333,"PD-1+ CXCR5+ BCL6+ TFH (% tetramer)","CD4","percentage",8,43.7666666666667,0.215651180502666
"IC",8,0.0841666666666667,"Tetramer+  (% CD4)","CD4","percentage",8,0.0841666666666667,1
"IC",14,0.0258891666666667,"Tetramer+  (% CD4)","CD4","percentage",8,0.0841666666666667,0.307594059405941
"IC",28,0.00802,"Tetramer+  (% CD4)","CD4","percentage",8,0.0841666666666667,0.0952871287128713
"IC",60,0.0120258333333333,"Tetramer+  (% CD4)","CD4","percentage",8,0.0841666666666667,0.142881188118812
"SOL",8,0.441666666666667,"Tetramer+  (% CD4)","CD4","percentage",8,0.441666666666667,1
"SOL",14,0.0785833333333333,"Tetramer+  (% CD4)","CD4","percentage",8,0.441666666666667,0.177924528301887
"SOL",28,0.025,"Tetramer+  (% CD4)","CD4","percentage",8,0.441666666666667,0.0566037735849057
"SOL",60,0.0243333333333333,"Tetramer+  (% CD4)","CD4","percentage",8,0.441666666666667,0.0550943396226415
"TM",8,1.02666666666667,"Tetramer+  (% CD4)","CD4","percentage",8,1.02666666666667,1
"TM",14,0.163666666666667,"Tetramer+  (% CD4)","CD4","percentage",8,1.02666666666667,0.159415584415584
"TM",28,0.0566666666666667,"Tetramer+  (% CD4)","CD4","percentage",8,1.02666666666667,0.0551948051948052
"TM",60,0.0616666666666667,"Tetramer+  (% CD4)","CD4","percentage",8,1.02666666666667,0.0600649350649351
"TMd21",8,0.5,"Tetramer+  (% CD4)","CD4","percentage",8,0.5,1
"TMd21",14,0.114583333333333,"Tetramer+  (% CD4)","CD4","percentage",8,0.5,0.229166666666667
"TMd21",28,0.0493333333333333,"Tetramer+  (% CD4)","CD4","percentage",8,0.5,0.0986666666666667
"TMd21",60,0.0285833333333333,"Tetramer+  (% CD4)","CD4","percentage",8,0.5,0.0571666666666667
"IC",8,1967082.68543448,"Total cells in sample","CD4","number",8,1967082.68543448,1
"IC",14,2993635.33581464,"Total cells in sample","CD4","number",8,1967082.68543448,1.52186553111438
"IC",28,7641070.41570962,"Total cells in sample","CD4","number",8,1967082.68543448,3.88446834100515
"IC",60,1975176.86313008,"Total cells in sample","CD4","number",8,1967082.68543448,1.00411481314718
"SOL",8,2565757.70638275,"Total cells in sample","CD4","number",8,2565757.70638275,1
"SOL",14,2627988.79912768,"Total cells in sample","CD4","number",8,2565757.70638275,1.02425446977714
"SOL",28,6752425.23033599,"Total cells in sample","CD4","number",8,2565757.70638275,2.63174703267507
"SOL",60,1951423.83887202,"Total cells in sample","CD4","number",8,2565757.70638275,0.760564348698057
"TM",8,4847069.07577419,"Total cells in sample","CD4","number",8,4847069.07577419,1
"TM",14,3282935.47616437,"Total cells in sample","CD4","number",8,4847069.07577419,0.677303216612404
"TM",28,5728775.28051856,"Total cells in sample","CD4","number",8,4847069.07577419,1.18190502156265
"TM",60,1869176.40925745,"Total cells in sample","CD4","number",8,4847069.07577419,0.385630239643098
"TMd21",8,3355645.65734174,"Total cells in sample","CD4","number",8,3355645.65734174,1
"TMd21",14,2981554.36514795,"Total cells in sample","CD4","number",8,3355645.65734174,0.888518833514102
"TMd21",28,5969608.06685673,"Total cells in sample","CD4","number",8,3355645.65734174,1.77897450340025
"TMd21",60,2193478.83456631,"Total cells in sample","CD4","number",8,3355645.65734174,0.653668193412271
"IC",8,6.92555555555556,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,6.92555555555556,1
"IC",14,11.6766666666667,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,6.92555555555556,1.68602599069469
"IC",28,15.0158333333333,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,6.92555555555556,2.16817744264399
"IC",60,26.1444444444444,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,6.92555555555556,3.77506818546446
"SOL",8,13.9122222222222,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,13.9122222222222,1
"SOL",14,21.8333333333333,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,13.9122222222222,1.56936346937146
"SOL",28,30.7583333333333,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,13.9122222222222,2.21088571200383
"SOL",60,39.3388888888889,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,13.9122222222222,2.82764954875809
"TM",8,8.37333333333333,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,8.37333333333333,1
"TM",14,13.836,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,8.37333333333333,1.65238853503185
"TM",28,13.4483333333333,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,8.37333333333333,1.60609076433121
"TM",60,25.4461111111111,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,8.37333333333333,3.03894639065817
"TMd21",8,8.75111111111111,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,8.75111111111111,1
"TMd21",14,11.655,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,8.75111111111111,1.33183087861859
"TMd21",28,20.2816666666667,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,8.75111111111111,2.31761046216353
"TMd21",60,42.3444444444444,"CD127+ CD62L+ CX3CR1- KLRG1- TCM (% tetramer)","CD8","percentage",8,8.75111111111111,4.83875063484002
"IC",8,8.65166666666667,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,8.65166666666667,1
"IC",14,9.93333333333333,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,8.65166666666667,1.14814101329224
"IC",28,16.165,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,8.65166666666667,1.86842612213446
"IC",60,22.25,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,8.65166666666667,2.57175881333076
"SOL",8,13.075,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,13.075,1
"SOL",14,21.3333333333333,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,13.075,1.63161249203314
"SOL",28,33.6,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,13.075,2.5697896749522
"SOL",60,33.6333333333333,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,13.075,2.572339069471
"TM",8,8.58083333333333,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,8.58083333333333,1
"TM",14,11.0954545454545,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,8.58083333333333,1.29305093275182
"TM",28,16.1866666666667,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,8.58083333333333,1.88637467223463
"TM",60,23.5416666666667,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,8.58083333333333,2.74351752937749
"TMd21",8,9.285,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,9.285,1
"TMd21",14,10.3108333333333,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,9.285,1.11048285765572
"TMd21",28,22.7166666666667,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,9.285,2.44659845629151
"TMd21",60,37.6166666666667,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (% tetramer)","CD8","percentage",8,9.285,4.05133728235505
"IC",8,95.975,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,95.975,1
"IC",14,90.7,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,95.975,0.94503777025267
"IC",28,96.15,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,95.975,1.00182339150821
"IC",60,97.3083333333333,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,95.975,1.01389250672918
"SOL",8,97.4833333333333,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,97.4833333333333,1
"SOL",14,92.525,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,97.4833333333333,0.949136604547786
"SOL",28,96.65,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,97.4833333333333,0.991451530176099
"SOL",60,97.2083333333333,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,97.4833333333333,0.997179004958112
"TM",8,96.7333333333333,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,96.7333333333333,1
"TM",14,87.8,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,96.7333333333333,0.907649896623019
"TM",28,97.3666666666667,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,96.7333333333333,1.0065472088215
"TM",60,96.25,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,96.7333333333333,0.99500344589938
"TMd21",8,96.5166666666667,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,96.5166666666667,1
"TMd21",14,85.5583333333333,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,96.5166666666667,0.88646175099292
"TMd21",28,98.05,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,96.5166666666667,1.01588672077361
"TMd21",60,92.0333333333333,"CD127+ KLRG1- CD62L+ TCF1+ SLAMF6+ Tscm (%TCM)","CD8","percentage",8,96.5166666666667,0.953548609911932
"IC",8,38.7833333333333,"CD127+ KLRG1- TCF1+ SLAMF6+ Tsl (% tetramer)","CD8","percentage",8,38.7833333333333,1
"IC",28,13.2333333333333,"CD127+ KLRG1- TCF1+ SLAMF6+ Tsl (% tetramer)","CD8","percentage",8,38.7833333333333,0.341211860764933
"SOL",8,55.6833333333333,"CD127+ KLRG1- TCF1+ SLAMF6+ Tsl (% tetramer)","CD8","percentage",8,55.6833333333333,1
"SOL",28,26.5333333333333,"CD127+ KLRG1- TCF1+ SLAMF6+ Tsl (% tetramer)","CD8","percentage",8,55.6833333333333,0.476504040706375
"TM",8,39.9333333333333,"CD127+ KLRG1- TCF1+ SLAMF6+ Tsl (% tetramer)","CD8","percentage",8,39.9333333333333,1
"TM",28,10.29,"CD127+ KLRG1- TCF1+ SLAMF6+ Tsl (% tetramer)","CD8","percentage",8,39.9333333333333,0.257679465776294
"TMd21",8,47.3333333333333,"CD127+ KLRG1- TCF1+ SLAMF6+ Tsl (% tetramer)","CD8","percentage",8,47.3333333333333,1
"TMd21",28,15.4233333333333,"CD127+ KLRG1- TCF1+ SLAMF6+ Tsl (% tetramer)","CD8","percentage",8,47.3333333333333,0.325845070422535
"IC",8,47.5666666666667,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,47.5666666666667,1
"IC",14,77.4333333333333,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,47.5666666666667,1.62789067974772
"IC",28,88.3833333333333,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,47.5666666666667,1.85809390329362
"IC",60,94.3277777777778,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,47.5666666666667,1.98306470450829
"SOL",8,50.0722222222222,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,50.0722222222222,1
"SOL",14,70.6333333333333,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,50.0722222222222,1.41062909131255
"SOL",28,87.0583333333333,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,50.0722222222222,1.73865527571286
"SOL",60,90.7555555555556,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,50.0722222222222,1.81249306557195
"TM",8,38.7722222222222,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,38.7722222222222,1
"TM",14,65.3545454545455,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,38.7722222222222,1.68560226132944
"TM",28,83.35,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,38.7722222222222,2.14973491904284
"TM",60,91.3555555555556,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,38.7722222222222,2.35621149161771
"TMd21",8,46.9166666666667,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,46.9166666666667,1
"TMd21",14,62.7666666666667,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,46.9166666666667,1.33783303730018
"TMd21",28,83.2,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,46.9166666666667,1.77335701598579
"TMd21",60,91.35,"CD127+ KLRG1- memory (% tetramer)","CD8","percentage",8,46.9166666666667,1.94706927175844
"IC",8,5.3625,"CD127+ PD-1+ CXCR5+ KLRG1- TFH like (% tetramer)","CD8","percentage",8,5.3625,1
"IC",60,4.58833333333333,"CD127+ PD-1+ CXCR5+ KLRG1- TFH like (% tetramer)","CD8","percentage",8,5.3625,0.855633255633256
"SOL",8,10.9466666666667,"CD127+ PD-1+ CXCR5+ KLRG1- TFH like (% tetramer)","CD8","percentage",8,10.9466666666667,1
"SOL",60,5.85083333333333,"CD127+ PD-1+ CXCR5+ KLRG1- TFH like (% tetramer)","CD8","percentage",8,10.9466666666667,0.534485383678441
"TM",8,6.00666666666667,"CD127+ PD-1+ CXCR5+ KLRG1- TFH like (% tetramer)","CD8","percentage",8,6.00666666666667,1
"TM",60,3.25916666666667,"CD127+ PD-1+ CXCR5+ KLRG1- TFH like (% tetramer)","CD8","percentage",8,6.00666666666667,0.542591564927858
"TMd21",8,5.77166666666667,"CD127+ PD-1+ CXCR5+ KLRG1- TFH like (% tetramer)","CD8","percentage",8,5.77166666666667,1
"TMd21",60,2.40416666666667,"CD127+ PD-1+ CXCR5+ KLRG1- TFH like (% tetramer)","CD8","percentage",8,5.77166666666667,0.416546347097892
"IC",8,2.32833333333333,"CD127+ TCF1+ SLAMF6+ CD62L+ Tscm (% tetramer)","CD8","percentage",8,2.32833333333333,1
"SOL",8,14.4333333333333,"CD127+ TCF1+ SLAMF6+ CD62L+ Tscm (% tetramer)","CD8","percentage",8,14.4333333333333,1
